dependency_id,source_id,target_id,dependency_type,owning_module,description,failure_if_missing,journey_ids,status,last_reviewed_on
STOCK-P4-DEP-008,F106,F107,REQUIRES,Stock / Inventory,F106 requires F107 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-009,F107,F108,REQUIRES,Stock / Inventory,F107 requires F108 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-010,F107,F109,REQUIRES,Stock / Inventory,F107 requires F109 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-011,F107,F110,REQUIRES,Stock / Inventory,F107 requires F110 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-012,F107,F111,REQUIRES,Stock / Inventory,F107 requires F111 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-013,F106,F112,REQUIRES,Stock / Inventory,F106 requires F112 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-014,F112,F113,REQUIRES,Stock / Inventory,F112 requires F113 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-015,F113,F114,REQUIRES,Stock / Inventory,F113 requires F114 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-016,F097,F115,REQUIRES,Stock / Inventory,F097 requires F115 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-017,F115,F116,REQUIRES,Stock / Inventory,F115 requires F116 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-018,F097,F117,REQUIRES,Stock / Inventory,F097 requires F117 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-019,F116,F118,REQUIRES,Stock / Inventory,F116 requires F118 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-020,F099,F119,REQUIRES,Stock / Inventory,F099 requires F119 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-021,F104,F120,REQUIRES,Stock / Inventory,F104 requires F120 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-022,F120,F121,REQUIRES,Stock / Inventory,F120 requires F121 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-023,F106,F122,REQUIRES,Stock / Inventory,F106 requires F122 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-024,F122,F123,REQUIRES,Stock / Inventory,F122 requires F123 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-025,F123,F124,REQUIRES,Stock / Inventory,F123 requires F124 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-026,F124,F125,REQUIRES,Stock / Inventory,F124 requires F125 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-027,F106,F126,REQUIRES,Stock / Inventory,F106 requires F126 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-028,F107,F127,REQUIRES,Stock / Inventory,F107 requires F127 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-029,F107,F128,REQUIRES,Stock / Inventory,F107 requires F128 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-030,F097,F129,REQUIRES,Stock / Inventory,F097 requires F129 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-031,F129,F130,REQUIRES,Stock / Inventory,F129 requires F130 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-032,F130,F131,REQUIRES,Stock / Inventory,F130 requires F131 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-033,F107,F132,REQUIRES,Stock / Inventory,F107 requires F132 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-034,F132,F133,REQUIRES,Stock / Inventory,F132 requires F133 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-035,F133,F134,REQUIRES,Stock / Inventory,F133 requires F134 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-036,F112,F135,REQUIRES,Stock / Inventory,F112 requires F135 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-037,F135,F136,REQUIRES,Stock / Inventory,F135 requires F136 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-038,F136,F137,REQUIRES,Stock / Inventory,F136 requires F137 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-039,F137,F138,REQUIRES,Stock / Inventory,F137 requires F138 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-040,F107,F139,REQUIRES,Stock / Inventory,F107 requires F139 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-041,F139,F140,REQUIRES,Stock / Inventory,F139 requires F140 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-042,F140,F141,REQUIRES,Stock / Inventory,F140 requires F141 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-043,F141,F142,REQUIRES,Stock / Inventory,F141 requires F142 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-044,F142,F143,REQUIRES,Stock / Inventory,F142 requires F143 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-045,F143,F144,REQUIRES,Stock / Inventory,F143 requires F144 under the Stock Pass 4 specification.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-046,F080,F108,TRIGGERS,Stock / Inventory,Procurement GRN requests Stock receipt posting through a public idempotent contract.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-047,F087,F131,PROVIDES_COST,Stock / Inventory,Procurement landed-cost allocation supplies governed cost adjustments to Stock valuation.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-048,F045,F114,QUERIES,Stock / Inventory,Sales availability check queries Stock ATP/availability.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-049,F046,F112,TRIGGERS,Stock / Inventory,Sales reservation requests Stock reservation.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-050,F049,F135,TRIGGERS,Stock / Inventory,Sales fulfilment creates warehouse picking work.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-051,F054,F138,TRIGGERS,Stock / Inventory,Customer return creates controlled Stock return receipt/disposition.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-052,F159,F113,QUERIES,Stock / Inventory,MRP queries authoritative Stock availability.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-053,F163,F109,TRIGGERS,Stock / Inventory,Manufacturing material issue consumes Stock.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-054,F167,F108,TRIGGERS,Stock / Inventory,Manufacturing finished-goods receipt posts Stock receipt.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-055,F181,F140,TRIGGERS,Stock / Inventory,Production quality inspection can place Stock under hold.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-056,F294,F109,TRIGGERS,Stock / Inventory,POS completion requests idempotent Stock issue/reduction.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-057,F323,F140,ENFORCES,Stock / Inventory,Quality hold must block normal Stock movement/reservation/picking.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-058,F324,F140,RELEASES,Stock / Inventory,Quality hold release changes eligibility through governed contract.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-059,F453,F130,RECONCILES,Stock / Inventory,Accounting inventory control accounts reconcile to Stock valuation.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-060,F454,F130,RECONCILES,Stock / Inventory,General ledger inventory balances reconcile to Stock subledger value.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
STOCK-P4-DEP-061,F471,F131,PROVIDES_COST,Stock / Inventory,Supplier invoice/landed-cost financial facts reconcile to allocated Stock value.,"Inventory quantity, availability, valuation, traceability or downstream reconciliation becomes incomplete or unsafe.",,APPROVED,2026-08-30
